id,input_id,run_id,data_json,created_at
31,56,11,"{""dreamICP"": ""CTOs at Fortune 500 companies"", ""subniche"": ""telecom IT staffing"", ""reasoning"": ""Engel serves large enterprises needing telecom and IT talent, so we target CTOs at Fortune 500 companies"", ""company_type"": ""Fortune 500 companies"", ""painTheySolve"": ""keep burning weeks on telecom talent hires that fall through"", ""clean_company_name"": ""Engel Consulting""}",2026-03-23 18:25:43.570635+00
32,58,11,"{""dreamICP"": ""CEOs at regional banks"", ""subniche"": ""banking executive recruiting"", ""reasoning"": ""AJ Consultants specializes in senior finance hires for banks, so we target CEOs at regional banks who need to fill leadership positions"", ""company_type"": ""regional banks"", ""painTheySolve"": ""keep burning months trying to fill senior banking roles with no qualified candidates"", ""clean_company_name"": ""AJ Consultants""}",2026-03-23 18:25:43.704957+00
33,57,11,"{""dreamICP"": ""CTOs at Capital Region tech firms"", ""subniche"": ""IT recruiting"", ""reasoning"": ""redShift focuses on tech roles, so we target the tech decision‑makers like CTOs who need to fill IT positions quickly"", ""company_type"": ""Capital Region tech firms"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""redShift Recruiting""}",2026-03-23 18:25:43.708537+00
50,75,13,"{""dreamICP"": ""CFOs at regional banks"", ""subniche"": ""banking executive recruiting"", ""reasoning"": ""AJ Consultants focuses on senior finance leadership hires for banks, so the buyers are CFOs and other senior executives at regional and community banks."", ""company_type"": ""regional banks"", ""painTheySolve"": ""keep burning weeks trying to fill senior finance roles that never close"", ""clean_company_name"": ""AJ Consultants""}",2026-03-23 19:07:52.678578+00
34,59,11,"{""dreamICP"": ""CTOs at mid-market tech firms"", ""subniche"": ""engineering staffing"", ""reasoning"": ""The agency serves both software/hardware and life sciences, but the hiring pain around senior engineer hires is most acute in the engineering space, so I focused on tech‑focused buyers."", ""company_type"": ""mid-market aerospace manufacturers"", ""painTheySolve"": ""keep burning weeks on senior engineer hires that fall through"", ""clean_company_name"": ""Carlton National Resources""}",2026-03-23 18:25:43.734431+00
35,60,11,"{""dreamICP"": ""plant managers at food manufacturing plants"", ""subniche"": ""light industrial staffing"", ""reasoning"": ""LaborNowHR focuses on light industrial and warehouse labor, so I chose plant managers at food manufacturing plants as the primary buyers who complain about filling line staff."", ""company_type"": ""food manufacturing plants"", ""painTheySolve"": ""keep burning weeks trying to fill line staff with no results"", ""clean_company_name"": ""LaborNowHR""}",2026-03-23 18:25:43.785489+00
36,61,11,"{""dreamICP"": ""CFOs at mid-sized manufacturing firms"", ""subniche"": ""finance and audit recruiting"", ""reasoning"": ""We chose CFOs at mid-sized manufacturing firms because the agency’s focus on accounting, audit and finance hires aligns with the acute hiring pain these finance leaders face."", ""company_type"": ""mid-sized manufacturing firms"", ""painTheySolve"": ""keep burning weeks on senior audit hires that fall through"", ""clean_company_name"": ""Buckingham Search""}",2026-03-23 18:25:44.182365+00
37,62,12,"{""dreamICP"": ""CTOs at Capital Region tech firms"", ""subniche"": ""IT recruiting"", ""reasoning"": ""redShift focuses on IT talent, so the most relevant buyers are tech leaders like CTOs who complain about slow senior developer hires"", ""company_type"": ""capital region technology companies"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""redShift Recruiting""}",2026-03-23 18:29:03.352886+00
38,63,12,"{""dreamICP"": ""general counsels at mid-sized law firms"", ""subniche"": ""legal staffing"", ""reasoning"": ""They focus on legal staffing, so the primary buyers are law firms’ general counsels who need to fill senior lawyer roles quickly."", ""company_type"": ""mid-sized law firms"", ""painTheySolve"": ""keep burning weeks on senior lawyer hires that fall through"", ""clean_company_name"": ""Gibson Arnold & Associates""}",2026-03-23 18:29:03.479629+00
39,64,12,"{""dreamICP"": ""special education directors at school districts"", ""subniche"": ""special education staffing"", ""reasoning"": ""We chose special education directors at school districts because the agency focuses on staffing K‑12 districts for special education roles"", ""company_type"": ""public K‑12 school districts"", ""painTheySolve"": ""keep waiting months for qualified special education staff"", ""clean_company_name"": ""National Recruiting Consultants""}",2026-03-23 18:29:03.628612+00
40,65,12,"{""dreamICP"": ""plant managers at food manufacturing plants"", ""subniche"": ""light industrial staffing"", ""reasoning"": ""LaborNowHR focuses on food manufacturing, packaging, and warehouse labor, so plant managers are the primary buyers who complain about slow line‑staff hiring."", ""company_type"": ""food manufacturing plants"", ""painTheySolve"": ""keep burning weeks trying to fill line staff with no results"", ""clean_company_name"": ""LaborNowHR""}",2026-03-23 18:29:03.629243+00
41,66,12,"{""dreamICP"": ""CFOs at regional banks"", ""subniche"": ""finance executive recruiting"", ""reasoning"": ""AJ Consultants focuses on financial institutions, so we target senior finance leaders at regional banks who need executive hires."", ""company_type"": ""regional banks"", ""painTheySolve"": ""keep burning weeks on senior banking hires that fall through"", ""clean_company_name"": ""AJ Consultants""}",2026-03-23 18:29:03.702655+00
42,67,12,"{""dreamICP"": ""CTOs at Series A SaaS startups"", ""subniche"": ""executive search"", ""reasoning"": ""Trova serves many industries but its focus on leadership and tech hires makes CTOs at fast‑growing SaaS startups the most acute buyer segment for hiring pain."", ""company_type"": ""Series A SaaS startups"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""Trova""}",2026-03-23 18:29:03.746248+00
43,68,12,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""technical recruiting"", ""reasoning"": ""BlackTree serves multiple technical hiring areas, so I chose CTOs at mid‑market tech firms because they face acute senior‑engineer hiring pain"", ""company_type"": ""mid-market technology firms"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""BlackTree Technical Group""}",2026-03-23 18:29:04.060037+00
44,69,12,"{""dreamICP"": ""CTOs at Fortune 500 companies"", ""subniche"": ""telecommunications recruiting"", ""reasoning"": ""We chose CTOs at Fortune 500 firms because Engel focuses on large enterprise IT and management staffing."", ""company_type"": ""Fortune 500 companies"", ""painTheySolve"": ""keep burning weeks on senior IT hires that fall through"", ""clean_company_name"": ""Engel Consulting""}",2026-03-23 18:29:04.169372+00
45,70,12,"{""dreamICP"": ""CTOs at aerospace and defense firms"", ""subniche"": ""engineering staffing"", ""reasoning"": ""We focused on aerospace/defense engineering buyers because the firm’s software/hardware division emphasizes senior‑level engineers for those industries, where hiring delays are especially painful."", ""company_type"": ""aerospace and defense manufacturers"", ""painTheySolve"": ""keep burning weeks on senior engineer hires that fall through"", ""clean_company_name"": ""Carlton National Resources""}",2026-03-23 18:29:04.178674+00
46,71,12,"{""dreamICP"": ""CFOs at mid-sized manufacturing companies"", ""subniche"": ""finance and audit recruiting"", ""reasoning"": ""The agency serves multiple industries but its strongest focus is finance/audit roles, so I chose CFOs at mid-sized manufacturers who typically complain about long, unfilled senior finance searches."", ""company_type"": ""mid-sized manufacturing companies"", ""painTheySolve"": ""keep burning weeks on senior finance hires that never close"", ""clean_company_name"": ""Buckingham Search""}",2026-03-23 18:29:04.202108+00
47,72,13,"{""dreamICP"": ""plant managers at food manufacturing plants"", ""subniche"": ""light industrial staffing"", ""reasoning"": ""LaborNowHR focuses on light‑industrial labor, so we target plant managers at food manufacturing plants who complain about long hiring cycles for line staff"", ""company_type"": ""food manufacturing plants"", ""painTheySolve"": ""keep burning weeks on line staff with no results"", ""clean_company_name"": ""LaborNowHR""}",2026-03-23 19:07:47.805843+00
48,73,13,"{""dreamICP"": ""CTOs at capital region tech firms"", ""subniche"": ""IT recruiting"", ""reasoning"": ""redShift focuses on technology staffing, so the most relevant buyers are the tech decision‑makers like CTOs who need to fill senior engineering roles quickly"", ""company_type"": ""capital region tech firms"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""redShift Recruiting""}",2026-03-23 19:07:47.848548+00
49,74,13,"{""dreamICP"": ""general counsels at mid-sized law firms"", ""subniche"": ""legal staffing"", ""reasoning"": ""We selected law firm general counsels as the buyer because the agency specializes in legal staffing and these decision‑makers most directly experience the hiring delays we can address"", ""company_type"": ""mid-sized law firms"", ""painTheySolve"": ""keep burning weeks on senior associate hires that fall through"", ""clean_company_name"": ""Gibson Arnold & Associates""}",2026-03-23 19:07:49.621626+00
51,76,13,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""technical recruiting"", ""reasoning"": ""They serve tech hiring needs, so I chose CTOs at mid-market tech firms who complain about senior dev hiring delays"", ""company_type"": ""mid-market tech companies"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""BlackTree Technical Group""}",2026-03-23 19:07:54.026586+00
52,77,13,"{""dreamICP"": ""CTOs at high‑growth tech startups"", ""subniche"": ""technology recruiting"", ""reasoning"": ""Trova serves many industries but its focus on leadership hires makes CTOs at fast‑growing tech firms the most acute buyer segment"", ""company_type"": ""high‑growth technology startups and scale‑ups"", ""painTheySolve"": ""keep burning weeks on senior engineer hires that never close"", ""clean_company_name"": ""Trova""}",2026-03-23 19:07:54.278472+00
53,78,13,"{""dreamICP"": ""CFOs at regional banks"", ""subniche"": ""finance and audit recruiting"", ""reasoning"": ""Buckingham Search specializes in finance, audit and tax talent, so the most acute buyer pain comes from CFOs at regional banks needing senior audit hires."", ""company_type"": ""regional banks"", ""painTheySolve"": ""keep burning weeks on senior audit hires that fall through"", ""clean_company_name"": ""Buckingham Search""}",2026-03-23 19:07:58.686246+00
54,79,13,"{""dreamICP"": ""CTOs at Fortune 500 companies"", ""subniche"": ""telecom IT staffing"", ""reasoning"": ""Engel focuses on large enterprises needing telecom and IT talent, so I chose Fortune 500 CTOs as the primary buyer group"", ""company_type"": ""Fortune 500 enterprises"", ""painTheySolve"": ""keep burning weeks on telecom talent hires that never stick"", ""clean_company_name"": ""Engel Consulting""}",2026-03-23 19:07:59.012764+00
55,80,13,"{""dreamICP"": ""special education directors at school districts"", ""subniche"": ""special education staffing"", ""reasoning"": ""We chose special education directors at school districts because the agency focuses on staffing K-12 districts for special‑education roles"", ""company_type"": ""K-12 school districts"", ""painTheySolve"": ""keep burning weeks trying to fill special education positions"", ""clean_company_name"": ""National Recruiting Consultants""}",2026-03-23 19:07:59.973027+00
56,81,13,"{""dreamICP"": ""CTOs at aerospace firms"", ""subniche"": ""engineering staffing"", ""reasoning"": ""The agency serves both software/hardware and life sciences, but the acute pain of senior engineer hiring delays is most evident for CTOs in aerospace and high‑tech companies, so that buyer type was selected"", ""company_type"": ""aerospace and high‑technology firms"", ""painTheySolve"": ""keep burning weeks on senior engineer hires that fall through"", ""clean_company_name"": ""Carlton National Resources""}",2026-03-23 19:08:04.182209+00
57,82,14,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""technology recruiting"", ""reasoning"": ""The agency focuses on IT and technology roles, so the most acute buyer pain is from tech decision‑makers hiring senior engineers. CTOs at mid‑market tech firms are a clear, plural, casual title group that matches the examples and aligns with the agency's specialty. Their typical complaint about lengthy senior‑dev hires fits the required tone and avoids corporate jargon. The company type is a technology recruiting agency, and the subniche is technology recruiting. The clean name removes the LLC suffix."", ""company_type"": ""technology recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""redShift Recruiting""}",2026-03-23 20:03:25.807356+00
58,84,14,"{""dreamICP"": ""plant managers at food manufacturing companies"", ""subniche"": ""light industrial staffing"", ""reasoning"": ""LaborNowHR focuses on providing labor for food manufacturing, packaging, and warehouse operations. The buyers who pay for this service are the companies needing workers on the shop floor, typically plant managers or operations directors. Among the possible buyer titles, \""plant managers at food manufacturing companies\"" best captures the most acute hiring pain in this niche—rapidly filling line staff positions. The company is a staffing/recruiting agency, so its type is a staffing agency. The subniche is light industrial staffing, reflecting its specialization. The pain statement mirrors how a buyer would complain about the lengthy, unproductive effort to staff line positions."", ""company_type"": ""staffing agency"", ""painTheySolve"": ""burn weeks trying to fill line staff with no results"", ""clean_company_name"": ""LaborNowHR""}",2026-03-23 20:03:25.91976+00
59,83,14,"{""dreamICP"": ""general counsels at mid-sized law firms"", ""subniche"": ""legal staffing"", ""reasoning"": ""The firm focuses on legal recruiting, so the buyers are law firms' decision‑makers. The example list suggests 'general counsels at mid-sized law firms' as a fitting ICP. Their buyers likely complain about long, failed senior attorney searches, matching the required pain phrasing."", ""company_type"": ""legal recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior attorney hires that fall through"", ""clean_company_name"": ""Gibson Arnold & Associates""}",2026-03-23 20:03:25.919638+00
60,85,14,"{""dreamICP"": ""CTOs at mid-market tech companies"", ""subniche"": ""technical recruiting"", ""reasoning"": ""The description targets recruiting agencies that place technical talent, so the buyer side consists of tech company leaders who pay agencies for hires. The most acute pain mentioned is lengthy senior developer hires, pointing to CTOs in mid‑market tech firms. The company is a full‑service staffing and recruitment firm, and its sub‑niche is technical recruiting. The company name is cleaned to remove the trailing Inc."", ""company_type"": ""staffing and recruitment firm"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""BlackTree Technical Group""}",2026-03-23 20:03:25.983439+00
61,86,14,"{""dreamICP"": ""CFOs at regional banks"", ""subniche"": ""banking and finance executive search"", ""reasoning"": ""The description shows AJ Consultants focuses on senior leadership roles in banks and credit unions, so the buyers are the financial institutions' executives who pay for searches. The most acute hiring pain in this sector is lengthy senior finance hires, matching the complaint style required."", ""company_type"": ""executive search firm"", ""painTheySolve"": ""keep burning weeks on senior finance hires that fall through"", ""clean_company_name"": ""AJ Consultants LLC""}",2026-03-23 20:03:26.014874+00
62,87,14,"{""dreamICP"": ""CFOs at mid-sized banks"", ""subniche"": ""finance and accounting recruiting"", ""reasoning"": ""The agency specializes in placing audit, tax, accounting and finance talent for sectors like banking and manufacturing. The buyers are the companies that pay for these hires, most commonly finance leaders such as CFOs. The most specific hiring pain highlighted is the lengthy, ineffective search for senior audit professionals, so the complaint reflects that real‑world frustration."", ""company_type"": ""recruiting agency"", ""painTheySolve"": ""keep burning weeks trying to fill senior audit roles and still end up with candidates that fall through"", ""clean_company_name"": ""Buckingham Search""}",2026-03-23 20:03:26.624154+00
63,88,14,"{""dreamICP"": ""founders scaling tech teams"", ""subniche"": ""mid-search hiring"", ""reasoning"": ""The description targets recruiting/staffing agencies that need a pipeline of companies actively mid-search. The buyer side (clients) are the companies hiring, typically founders or senior leaders. 'Founders scaling tech teams' matches the required plural, casual title format and aligns with the tech focus mentioned. The subniche is the specific service of connecting agencies to mid-search hiring opportunities. The pain statement reflects a real‑world complaint from hiring leaders about wasted time on senior hires, matching the provided examples and avoiding corporate jargon."", ""company_type"": ""recruiting agency"", ""painTheySolve"": ""keep burning weeks on senior dev hires that fall through"", ""clean_company_name"": ""Trova""}",2026-03-23 20:03:28.286112+00
64,89,14,"{""dreamICP"": ""HR directors at Fortune 500 firms"", ""subniche"": ""telecommunications staffing"", ""reasoning"": ""Engel Consulting Group provides staffing and recruiting services to large enterprises, especially Fortune 500 companies. The buyers of these services are the internal hiring decision‑makers, most commonly HR directors at such firms. This matches the required plural, casual title format. The company is best described as a consulting firm offering staff augmentation, so \""consulting firm\"" is the company_type. Its niche within recruiting is staffing for telecommunications and related tech roles, hence \""telecommunications staffing\"" as the subniche. A typical complaint from these buyers is the prolonged time to fill senior positions, captured by the pain statement \""can't close a senior role without it dragging on forever\"". The clean company name is taken directly from the description."", ""company_type"": ""consulting firm"", ""painTheySolve"": ""can't close a senior role without it dragging on forever"", ""clean_company_name"": ""Engel Consulting Group""}",2026-03-23 20:03:29.107571+00
65,90,14,"{""dreamICP"": ""special education directors at school districts"", ""subniche"": ""special education staffing for schools"", ""reasoning"": ""The description shows the agency serves school districts needing special‑education professionals. The buyers are the decision‑makers in those districts (e.g., special‑education directors). Their acute pain is the long time it takes to hire qualified staff, which matches the provided complaint style."", ""company_type"": ""staffing agency"", ""painTheySolve"": ""keep burning weeks trying to fill special ed teachers and therapists"", ""clean_company_name"": ""National Recruiting Consultants""}",2026-03-23 20:03:29.745224+00
